request_id,task_type,category,query_text,base_query_id,repetition_type,prompt_tokens,output_tokens,business_importance,security_sensitivity
1795,summarization,project_knowledge,Extract key requirements from MobileApp stakeholder meeting notes [ref:1795-666345],-1,new,338,111,0.6862532137239282,0.11847576483640952
1796,question_answering,architecture_standards,Assess event-driven architecture suitability for DevOpsToolchain [ref:1796-912562],-1,new,383,54,0.7518921264121712,0.17767658993482813
1797,classification,financial_procedures,Review budget allocation process for CloudPlatform capital expenditure [ref:1797-281176],-1,new,1621,522,0.46461801389044477,0.18858737562482353
1798,question_answering,it_operations,Assess disaster recovery plan for SecurityOps critical services,116,exact,4677,1515,0.8214322355613128,0.4753006696722371
1799,classification,security_policy,Validate network segmentation rules for MLPipeline production environment,678,exact,4853,793,0.7461499421534767,0.08370456423996786
1800,retrieval,security_policy,Analyze incident response protocols regarding DevOpsToolchain security breaches for our team?,744,semantic,3325,761,0.4870804090497067,0.06172475639273194
1801,summarization,compliance,Audit HIPAA safeguards for IdentityService healthcare data processing [ref:1801-293120],-1,new,1740,667,0.6116832014291812,0.036271703969774687
1802,extraction,hr_policies,Analyze compensation benchmarking for ContentCMS technical roles [ref:1802-969845],-1,new,1551,329,0.7159905929421008,0.192817427369765
1803,summarization,architecture_standards,Analyze container orchestration approach for LegacyERP workloads,658,exact,322,42,0.4320450620588764,0.2627715803118525
1804,classification,security_policy,Evaluate MFA enforcement for DevOpsToolchain privileged accounts [ref:1804-71761],-1,new,1480,466,0.5270293792822873,0.09681286775114294
1805,summarization,project_knowledge,Answer questions about CloudPlatform technical debt backlog [ref:1805-562888],-1,new,1109,287,0.8326236697659392,0.18270694368136065
1806,question_answering,architecture_standards,Investigate container orchestration approach regarding DataLake workloads as soon as possible.,444,semantic,976,329,0.7140105389032062,0.040421763613550744
1807,classification,project_knowledge,Reason through trade-offs regarding CloudPlatform technology migration path within the enterprise framework.,262,semantic,292,55,0.3718283468829258,0.4165169866040862
1808,reasoning,project_knowledge,Extract key requirements from CloudPlatform stakeholder meeting notes,419,exact,338,68,0.7030678811899548,0.16308825965228943
1809,classification,hr_policies,Assess onboarding procedures for DevOpsToolchain new team members,285,exact,145,25,0.9120313290379527,0.29004043423235837
1810,classification,architecture_standards,Assess event-driven architecture suitability for MobileApp [ref:1810-737325],-1,new,1575,471,0.677706881818246,0.006539969084162612
1811,retrieval,architecture_standards,Analyze container orchestration approach for MobileApp workloads,783,exact,973,250,0.6500430076407441,0.21404796962793693
1812,question_answering,architecture_standards,Assess event-driven architecture suitability for AnalyticsEngine,743,exact,5619,2000,0.6822951734917955,0.3486395289673643
1813,extraction,it_operations,Analyze capacity planning projections for CloudPlatform infrastructure [ref:1813-532193],-1,new,6231,1760,0.7272714314333127,0.32423937701861016
1814,extraction,compliance,Review SOX controls regarding DataLake financial reporting systems for our team?,648,semantic,2309,834,0.8859901985885835,0.20547312474905902
1815,retrieval,compliance,Assess ISO 27001 alignment for ContentCMS information security program [ref:1815-804539],-1,new,297,57,0.8033439410881316,0.1184038142999402
1816,classification,financial_procedures,Investigate expense approval workflow for DevOpsToolchain operational costs for our team?,677,semantic,508,198,0.7760838870786131,0.7517509058747254
1817,summarization,it_operations,Review SLA targets for DevOpsToolchain production availability [ref:1817-267226],-1,new,1676,608,0.9281018805217384,0.2616506986228525
1818,extraction,security_policy,Assess MFA enregardingcement for LegacyERP privileged accounts as soon as possible.,412,semantic,458,52,0.7291856035092421,0.1055084525269743
1819,reasoning,hr_policies,Validate diversity and inclusion initiatives for SecurityOps hiring pipeline [ref:1819-253149],-1,new,387,134,0.5676420962060653,0.15766756061101167
1820,summarization,security_policy,Assess data encryption standards for ContentCMS at rest and in transit,524,exact,123,45,0.8935051655544117,0.18435056286087892
1821,extraction,hr_policies,Validate diversity and inclusion initiatives for DataLake hiring pipeline [ref:1821-115325],-1,new,1540,470,0.791213454219837,0.011343432919299252
1822,classification,project_knowledge,Extract key requirements from PaymentGateway stakeholder meeting notes [ref:1822-404727],-1,new,1609,374,0.5643176957552023,0.15187165789215507
1823,classification,it_operations,Evaluate monitoring and alerting configuration regarding AnalyticsEngine based on current guidelines.,23,semantic,431,123,0.7250844769772036,0.28466007217797545
1824,summarization,it_operations,Can you help me assess disaster recovery plan for SecurityOps critical services for our team?,665,semantic,7489,1787,0.8432969186086438,0.11521197011713048
1825,extraction,architecture_standards,Analyze container orchestration approach regarding DevOpsToolchain workloads for our team?,746,semantic,1886,557,0.6500536502745121,0.15166499488169305
1826,question_answering,financial_procedures,Analyze expense approval workflow for AnalyticsEngine operational costs [ref:1826-801004],-1,new,1837,625,0.9367807998774024,0.5267491145044687
1827,reasoning,architecture_standards,Assess event-driven architecture suitability for AnalyticsEngine,20,exact,1408,486,0.44880090586025806,0.12233193131922494
1828,reasoning,financial_procedures,Validate financial close procedures for PaymentGateway quarterly reporting [ref:1828-244355],-1,new,500,141,0.3888948918410458,0.19924595093550274
1829,classification,financial_procedures,Analyze expense approval workflow for AnalyticsEngine operational costs [ref:1829-252515],-1,new,353,128,0.9212603072170166,0.006709310239953377
1830,question_answering,financial_procedures,Validate financial close procedures for DevOpsToolchain quarterly reporting [ref:1830-697678],-1,new,1966,241,0.7098783901519958,0.12033964543307206
1831,extraction,security_policy,Assess data encryption standards for PaymentGateway at rest and in transit [ref:1831-923864],-1,new,639,220,0.7225405385311249,0.13909300849181772
1832,classification,compliance,Review SOX controls for CustomerPortal financial reporting systems,535,exact,1128,277,0.7743574503935814,0.18962571554882696
1833,reasoning,it_operations,Confirm change management process for MLPipeline deployments based on current guidelines.,566,semantic,832,208,0.5996437030424596,0.016652068196596086
1834,extraction,compliance,Audit HIPAA safeguards for AnalyticsEngine healthcare data processing,336,exact,955,113,0.5940527856806773,0.24020304400492165
1835,summarization,hr_policies,Review remote work policy applicability to LegacyERP engineering teams,314,exact,491,81,0.944675690643236,0.28100912713229687
1836,extraction,project_knowledge,Summarize sprint deliverables for AnalyticsEngine Q3 roadmap [ref:1836-133476],-1,new,4772,650,0.4403298921888267,0.08856775035125945
1837,extraction,it_operations,Analyze capacity planning projections for MLPipeline infrastructure,273,exact,144,44,0.8629414599840005,0.08650413930970273
1838,question_answering,project_knowledge,Summarize sprint deliverables for ContentCMS Q3 roadmap [ref:1838-593017],-1,new,1021,160,0.7733687018110599,0.3881310145396812
1839,retrieval,it_operations,Review SLA targets for IdentityService production availability [ref:1839-309541],-1,new,716,222,0.8323034296096532,0.10463262009462693
1840,extraction,compliance,Verify GDPR data retention compliance for LegacyERP customer records,98,exact,1917,584,0.35349394805814155,0.2933215841351896
1841,summarization,architecture_standards,Evaluate microservices decomposition strategy regarding LegacyERP within the enterprise framework.,17,semantic,1893,748,0.29801339548534933,0.12168680779886204
1842,question_answering,financial_procedures,Review budget allocation process for CloudPlatform capital expenditure,546,exact,125,35,0.7709675786954643,0.2715043817991472
1843,classification,security_policy,Evaluate MFA enforcement for AnalyticsEngine privileged accounts,649,exact,1228,468,0.6160485198927128,0.24077816726681728
1844,classification,compliance,Check PCI-DSS requirements for DevOpsToolchain payment processing,135,exact,1070,305,0.8959322638794154,0.1183320613629641
1845,classification,it_operations,Evaluate monitoring and alerting configuration for CustomerPortal,525,exact,1014,191,0.6597552796223782,0.11931330502571269
1846,question_answering,project_knowledge,Answer questions about AnalyticsEngine technical debt backlog,243,exact,720,257,0.5431822477809262,0.06658048553935596
1847,classification,project_knowledge,Can you help me answer questions about MobileApp technical debt backlog for our team?,762,semantic,349,112,0.6291387327904545,0.46195480681432455
1848,question_answering,project_knowledge,Summarize sprint deliverables for DevOpsToolchain Q3 roadmap [ref:1848-939191],-1,new,215,36,0.9421134320368449,0.038956572768783886
1849,retrieval,hr_policies,Review remote work policy applicability to PaymentGateway engineering teams [ref:1849-170889],-1,new,779,162,0.4455310849710103,0.38586455865154573
1850,classification,hr_policies,Validate diversity and inclusion initiatives for CustomerPortal hiring pipeline [ref:1850-812205],-1,new,288,112,0.681641007832921,0.1941958482611372
1851,summarization,security_policy,Assess data encryption standards regarding ContentCMS at rest and in transit as soon as possible.,753,semantic,351,115,0.8164693432639928,0.2914013551266558
1852,retrieval,hr_policies,Review remote work policy applicability to MLPipeline engineering teams,160,exact,1791,630,0.9020761121333191,0.2597723947823955
1853,retrieval,financial_procedures,Assess procurement compliance for DataLake vendor contracts [ref:1853-965108],-1,new,5777,2000,0.9157342656487217,0.0797927681467773
1854,extraction,hr_policies,Examine remote work guideline applicability to MLPipeline engineering teams for our team?,284,semantic,513,204,0.37568261507061856,0.027408449905569832
1855,retrieval,architecture_standards,Validate service mesh implementation for IdentityService inter-service communication,317,exact,355,98,0.26977206854379676,0.03277327347907049
1856,extraction,architecture_standards,Validate service mesh implementation regarding ContentCMS inter-service communication for our team?,266,semantic,1060,345,0.4252913290849005,0.3093663039148954
1857,question_answering,project_knowledge,Please assist with summarize sprint deliverables for LegacyERP Q3 roadmap based on current guidelines.,58,semantic,1256,225,0.9672864537853121,0.6051583561629372
1858,classification,hr_policies,Assess onboarding protocols regarding MLPipeline new team members for our team?,705,semantic,582,179,0.7646852183084578,0.40692845939318106
1859,classification,project_knowledge,Extract key requirements from CloudPlatform stakeholder meeting notes,532,exact,1220,403,0.4593090463088824,0.08362208458068014
1860,summarization,hr_policies,Investigate compensation benchmarking for SecurityOps technical roles for our team?,775,semantic,2733,411,0.8135715952026852,0.24780984230399627
1861,summarization,hr_policies,Assess onboarding procedures for DevOpsToolchain new team members,732,exact,7150,1598,0.7185335469973241,0.06488628585788181
1862,extraction,financial_procedures,Evaluate revenue recognition policy for DataLake subscription services [ref:1862-861766],-1,new,5976,1372,0.8630411137490465,0.0871095310810836
1863,question_answering,compliance,Verify GDPR data retention compliance regarding CustomerPortal customer records based on current guidelines.,181,semantic,706,197,0.7039836822104814,0.29525869886678263
1864,retrieval,hr_policies,Assess onboarding procedures for SecurityOps new team members [ref:1864-386584],-1,new,328,56,0.6918901394964591,0.34334722976764476
1865,question_answering,compliance,Review SOX controls for DataLake financial reporting systems [ref:1865-298649],-1,new,277,73,0.6345955179433787,0.2587547530372362
1866,extraction,security_policy,Validate network segmentation rules regarding IdentityService production environment as soon as possible.,148,semantic,424,110,0.7025535262512592,0.32132203475959864
1867,retrieval,architecture_standards,Examine API gateway design patterns regarding MobileApp integration layer for our team?,378,semantic,448,53,0.681629714099427,0.28500228026329827
1868,classification,compliance,Audit HIPAA safeguards for CustomerPortal healthcare data processing,651,exact,1272,364,0.7853045929482542,0.07659216801069037
1869,extraction,hr_policies,Investigate compensation benchmarking for DataLake technical roles for our team?,4,semantic,1284,264,0.9615875175067736,0.39844772597864186
1870,summarization,hr_policies,Assess onboarding procedures for SecurityOps new team members [ref:1870-936904],-1,new,1056,227,0.6114622834751269,0.1405711935111467
1871,extraction,project_knowledge,I need to classify risk items identified in LegacyERP project retrospective based on current guidelines.,436,semantic,1803,443,0.6618554349588902,0.1984765889732383
1872,retrieval,financial_procedures,Assess revenue recognition guideline for LegacyERP subscription services within the enterprise framework.,521,semantic,880,220,0.9001513756690135,0.015617828959870243
1873,question_answering,compliance,Review SOX controls for DevOpsToolchain financial reporting systems,765,exact,1807,584,0.865700200433889,0.5069566653715473
1874,reasoning,compliance,Verify GDPR data retention compliance for LegacyERP customer records [ref:1874-389759],-1,new,6368,1151,0.38763919888607046,0.03187963438477936
1875,classification,financial_procedures,Analyze expense approval workflow for IdentityService operational costs [ref:1875-81843],-1,new,4254,726,0.7805467209445682,0.0707227668272998
1876,classification,security_policy,Review access control policy for SecurityOps under SOC2 requirements [ref:1876-405475],-1,new,1967,287,0.7335854107502828,0.3180063988436149
1877,classification,it_operations,Review SLA targets for LegacyERP production availability,540,exact,382,52,0.5575278030874681,0.22950470301309447
1878,question_answering,project_knowledge,Extract key requirements from DataLake stakeholder meeting notes [ref:1878-100797],-1,new,1694,206,0.27517159915241574,0.24623079984638294
1879,extraction,hr_policies,Analyze compensation benchmarking for ContentCMS technical roles [ref:1879-426101],-1,new,262,88,0.6252615639230121,0.4343101425618252
1880,question_answering,security_policy,Evaluate MFA enforcement for MLPipeline privileged accounts [ref:1880-17576],-1,new,1659,414,0.637821698575854,0.05822516247247711
1881,summarization,security_policy,Analyze incident response procedures regarding DataLake security breaches within the enterprise framework.,395,semantic,1739,279,0.9186005338222032,0.08838100750061433
1882,classification,project_knowledge,Summarize sprint deliverables for AnalyticsEngine Q3 roadmap [ref:1882-48224],-1,new,1151,437,0.732473552862109,0.34871634525003814
1883,classification,hr_policies,Analyze compensation benchmarking for LegacyERP technical roles [ref:1883-637691],-1,new,340,123,0.7658195638877785,0.20162413405124213
1884,question_answering,financial_procedures,Assess procurement compliance for CloudPlatform vendor contracts [ref:1884-218683],-1,new,271,59,0.5020438526676252,0.1520497639769504
1885,reasoning,hr_policies,Evaluate performance review criteria for CustomerPortal project contributors [ref:1885-979251],-1,new,1741,334,0.7215845857232596,0.09632300843813738
1886,classification,financial_procedures,Evaluate revenue recognition policy for SecurityOps subscription services [ref:1886-741869],-1,new,308,115,0.9097701231720822,0.10301618838483846
1887,classification,compliance,Verify PCI-DSS specifications for MobileApp payment processing within the enterprise framework.,332,semantic,246,57,0.9131720438844874,0.09487245330765007
1888,classification,compliance,Verify GDPR data retention compliance regarding DataLake customer records as soon as possible.,730,semantic,510,136,0.5123293044641897,0.16013348821214995
1889,question_answering,financial_procedures,Analyze expense approval workflow for ContentCMS operational costs [ref:1889-496313],-1,new,3545,1342,0.7966569908281651,0.2199624680114013
1890,classification,financial_procedures,Validate financial close procedures for MLPipeline quarterly reporting [ref:1890-416422],-1,new,427,59,0.6805927997461351,0.04245428017744942
1891,retrieval,architecture_standards,Evaluate microservices decomposition strategy for MLPipeline [ref:1891-150752],-1,new,1068,360,0.5625871238270784,0.19671127968719923
1892,classification,financial_procedures,Analyze expense approval workflow for IdentityService operational costs [ref:1892-893780],-1,new,7882,1383,0.9703225003640639,0.08143895951662528
1893,question_answering,project_knowledge,Reason through trade-offs for DataLake technology migration path [ref:1893-309734],-1,new,439,71,0.9109179725280204,0.2263038354302124
1894,reasoning,project_knowledge,Classify risk items identified in ContentCMS project retrospective [ref:1894-704304],-1,new,7311,1019,0.7934200437523141,0.05109913595873597
1895,summarization,project_knowledge,Answer questions about MLPipeline technical debt backlog [ref:1895-120978],-1,new,2952,573,0.8889272145025157,0.21329313510377396
1896,extraction,hr_policies,Analyze compensation benchmarking for DataLake technical roles,4,exact,1274,449,0.9615875175067736,0.39844772597864186
1897,extraction,compliance,Verify GDPR data retention compliance for SecurityOps customer records [ref:1897-42090],-1,new,7335,2000,0.8555961493985741,0.2148369887974301
1898,classification,it_operations,Evaluate monitoring and alerting configuration regarding AnalyticsEngine for our team?,23,semantic,415,101,0.7250844769772036,0.28466007217797545
1899,classification,project_knowledge,Extract key requirements from CloudPlatform stakeholder meeting notes,532,exact,1226,431,0.4593090463088824,0.08362208458068014
1900,summarization,it_operations,Investigate capacity planning projections regarding DataLake infrastructure based on current guidelines.,503,semantic,3349,757,0.5802977266331882,0.4870477841172027
1901,classification,project_knowledge,Please assist with reason through trade-offs for CloudPlatform technology migration path within the enterprise framework.,262,semantic,268,71,0.3718283468829258,0.4165169866040862
1902,classification,it_operations,Assess disaster recovery plan for SecurityOps critical services [ref:1902-656183],-1,new,1551,219,0.7799994919571983,0.23177349829125238
1903,extraction,financial_procedures,Evaluate revenue recognition policy for PaymentGateway subscription services [ref:1903-36302],-1,new,1156,167,0.9066828287761876,0.19241764126373193
1904,summarization,compliance,Review SOX controls for IdentityService financial reporting systems,473,exact,190,34,0.5080038506398701,0.30848148458328783
1905,retrieval,compliance,Verify GDPR data retention compliance for SecurityOps customer records,72,exact,226,88,0.5688565042523143,0.2293085834543896
1906,retrieval,hr_policies,Validate diversity and inclusion initiatives for ContentCMS hiring pipeline,424,exact,1347,278,0.6839915716861756,0.06253786725016255
1907,summarization,financial_procedures,Validate financial close procedures for MLPipeline quarterly reporting,770,exact,1031,219,0.551755506777608,0.09248284974294356
1908,reasoning,financial_procedures,Review budget allocation process for ContentCMS capital expenditure [ref:1908-182168],-1,new,199,55,0.9733627805926889,0.07762719290120952
1909,extraction,financial_procedures,Examine budget allocation process for DataLake capital expenditure within the enterprise framework.,542,semantic,452,55,0.9640999980626841,0.45030596571286075
1910,extraction,financial_procedures,Validate financial close procedures for ContentCMS quarterly reporting [ref:1910-455057],-1,new,336,60,0.8190065064389411,0.290547591798065
1911,reasoning,project_knowledge,Extract key requirements from IdentityService stakeholder meeting notes,439,exact,340,72,0.8766506936153474,0.047622394913282594
1912,retrieval,financial_procedures,Validate financial close procedures for LegacyERP quarterly reporting,188,exact,2806,324,0.7595515170430888,0.15565792138457468
1913,classification,security_policy,Review access control policy for DataLake under SOC2 requirements [ref:1913-791089],-1,new,1004,262,0.47588061117247576,0.11416981780365917
1914,summarization,financial_procedures,Investigate expense approval workflow regarding DevOpsToolchain operational costs based on current guidelines.,786,semantic,1875,361,0.7305520188535343,0.3164796815095165
1915,summarization,project_knowledge,Summarize sprint deliverables for CustomerPortal Q3 roadmap [ref:1915-525467],-1,new,227,31,0.4911783786666825,0.21607198057648366
1916,retrieval,architecture_standards,Analyze container orchestration approach for MobileApp workloads,783,exact,960,166,0.6500430076407441,0.21404796962793693
1917,classification,hr_policies,Analyze compensation benchmarking for CustomerPortal technical roles [ref:1917-668440],-1,new,1740,660,0.8254406678862467,0.12236026556083367
1918,question_answering,architecture_standards,Evaluate microservices decomposition strategy for CustomerPortal [ref:1918-451650],-1,new,229,43,0.9479616787282076,0.025730894871406788
1919,reasoning,hr_policies,Review remote work guideline applicability to SecurityOps engineering teams within the enterprise framework.,671,semantic,218,22,0.7575397473159045,0.14853319444818683
1920,classification,architecture_standards,Please assist with assess event-driven architecture suitability for SecurityOps based on current guidelines.,344,semantic,166,20,0.8218708180414448,0.12073062246452805
1921,reasoning,security_policy,Analyze incident response procedures for AnalyticsEngine security breaches [ref:1921-592347],-1,new,352,36,0.8480549630879208,0.23798415520875726
1922,question_answering,it_operations,Analyze capacity planning projections regarding ContentCMS infrastructure as soon as possible.,724,semantic,205,37,0.7821641311031778,0.21433514637744752
1923,classification,it_operations,Can you help me analyze capacity planning projections for SecurityOps infrastructure within the enterprise framework.,319,semantic,1917,485,0.8832228855791957,0.4124826103243152
1924,classification,hr_policies,Assess onboarding procedures for SecurityOps new team members,764,exact,430,118,0.9063462211934397,0.1845823027356673
1925,classification,hr_policies,Evaluate performance review criteria for DevOpsToolchain project contributors,623,exact,1900,306,0.44303508825494997,0.07714795308052232
1926,reasoning,architecture_standards,Review API gateway design patterns for MobileApp integration layer,134,exact,701,159,0.6302166186766059,0.18325248081954965
1927,classification,project_knowledge,Reason through trade-offs for SecurityOps technology migration path [ref:1927-823940],-1,new,3549,1118,0.7600237253124411,0.048844443251084266
1928,extraction,compliance,Verify GDPR data retention compliance regarding DataLake customer records based on current guidelines.,656,semantic,887,340,0.7374857165631223,0.015688251507640676
1929,classification,security_policy,Assess data encryption standards for MLPipeline at rest and in transit [ref:1929-872105],-1,new,187,40,0.9236585573966103,0.32787658081273247
1930,question_answering,hr_policies,Analyze compensation benchmarking for DataLake technical roles,510,exact,4000,493,0.6269984302900347,0.37256921927101855
1931,extraction,compliance,Audit HIPAA safeguards for AnalyticsEngine healthcare data processing [ref:1931-19317],-1,new,191,49,0.6381340090037567,0.3702385030625928
1932,retrieval,security_policy,Review access control policy for LegacyERP under SOC2 requirements [ref:1932-808505],-1,new,295,50,0.8012336424947047,0.3388330989011707
1933,summarization,project_knowledge,Could you answer questions about DevOpsToolchain technical debt backlog based on current guidelines.,0,semantic,1571,254,0.8161061102831512,0.07378199939014782
1934,reasoning,it_operations,Evaluate monitoring and alerting configuration for DataLake [ref:1934-231592],-1,new,5840,912,0.7710780232574315,0.10383851901423466
1935,extraction,it_operations,Validate change management process for LegacyERP deployments [ref:1935-373058],-1,new,5596,1141,0.8888480048874833,0.09115563074934484
1936,question_answering,architecture_standards,Examine API gateway design patterns regarding CloudPlatform integration layer within the enterprise framework.,596,semantic,236,90,0.9450187010540215,0.286217036187131
1937,question_answering,security_policy,Confirm network segmentation rules regarding IdentityService production environment for our team?,504,semantic,1884,739,0.6412335614890141,0.1151603746940752
1938,summarization,financial_procedures,Validate financial close procedures for SecurityOps quarterly reporting,44,exact,3497,1267,0.7213351690608736,0.20791957819185694
1939,reasoning,financial_procedures,Validate financial close procedures for MobileApp quarterly reporting,485,exact,5944,672,0.6294359294935895,0.04755303287308064
1940,retrieval,compliance,Verify GDPR data retention compliance for AnalyticsEngine customer records [ref:1940-897778],-1,new,7535,1565,0.7223095465960467,0.3521938606717759
1941,reasoning,compliance,Assess ISO 27001 alignment for SecurityOps information security program,560,exact,1744,205,0.707630032188951,0.29508683626491317
1942,classification,financial_procedures,Confirm financial close protocols for IdentityService quarterly reporting for our team?,350,semantic,424,125,0.7586936311562196,0.12126935970154899
1943,summarization,financial_procedures,Validate financial close procedures for MLPipeline quarterly reporting [ref:1943-35280],-1,new,366,37,0.6580265929441218,0.28011005426424423
1944,reasoning,project_knowledge,Reason through trade-offs for IdentityService technology migration path [ref:1944-361216],-1,new,1579,203,0.7919713340535257,0.34798137919276945
1945,extraction,it_operations,Assess disaster recovery plan for SecurityOps critical services [ref:1945-342983],-1,new,1654,612,0.8273192602140956,0.18106312875673533
1946,extraction,compliance,Review SOX controls for AnalyticsEngine financial reporting systems,552,exact,1424,221,0.4240779307221121,0.2667352962543557
1947,classification,it_operations,Evaluate monitoring and alerting configuration regarding ContentCMS as soon as possible.,14,semantic,348,88,0.5581164128209771,0.24611485612149794
1948,reasoning,project_knowledge,Extract key requirements from CloudPlatform stakeholder meeting notes,419,exact,330,90,0.7030678811899548,0.16308825965228943
1949,question_answering,security_policy,Evaluate MFA enforcement for CloudPlatform privileged accounts [ref:1949-709250],-1,new,477,153,0.6901367552205021,0.22758149507143902
1950,question_answering,project_knowledge,Summarize sprint deliverables regarding MobileApp Q3 roadmap for our team?,33,semantic,1303,242,0.667317616618731,0.08239815444963866
1951,extraction,compliance,Verify GDPR data retention compliance regarding DataLake customer records as soon as possible.,90,semantic,1273,180,0.9291150073118399,0.1499271307590921
1952,extraction,security_policy,Evaluate MFA enforcement for MobileApp privileged accounts,573,exact,321,32,0.8723318738095485,0.24615587428072994
1953,extraction,compliance,Could you assess ISO 27001 alignment for SecurityOps information security program for our team?,242,semantic,2487,907,0.8951985387379456,0.041580337723908
1954,reasoning,project_knowledge,Reason through trade-offs for DevOpsToolchain technology migration path [ref:1954-452022],-1,new,455,131,0.7380627094511447,0.13449867027321738
1955,classification,project_knowledge,Reason through trade-offs for DevOpsToolchain technology migration path,282,exact,348,108,0.7307398030782419,0.04526228393999011
1956,classification,project_knowledge,Classify risk items identified in DataLake project retrospective,487,exact,513,104,0.6751845848942597,0.046843408142383455
1957,retrieval,architecture_standards,Confirm service mesh implementation regarding DevOpsToolchain inter-service communication for our team?,505,semantic,1292,191,0.8769043163440603,0.269482885445572
1958,retrieval,it_operations,Assess disaster recovery plan for SecurityOps critical services [ref:1958-882884],-1,new,1050,248,0.5709796712786235,0.061266307998471436
1959,retrieval,it_operations,Evaluate monitoring and alerting configuration for AnalyticsEngine,270,exact,1566,479,0.18924116346829936,0.19321858784547702
1960,classification,compliance,Audit HIPAA safeguards regarding AnalyticsEngine healthcare data processing as soon as possible.,371,semantic,1978,361,0.7537724056463205,0.2283269139188504
1961,classification,financial_procedures,Assess procurement compliance for MLPipeline vendor contracts [ref:1961-902063],-1,new,1884,398,0.47500694919033876,0.051495144392307735
1962,classification,project_knowledge,Classify risk items identified in DataLake project retrospective [ref:1962-220299],-1,new,1767,433,0.4985220139102069,0.07269406211892246
1963,question_answering,architecture_standards,Review API gateway design patterns for CustomerPortal integration layer [ref:1963-369181],-1,new,4371,948,0.7598302717100832,0.2353347684655635
1964,classification,project_knowledge,Classify risk items identified in DataLake project retrospective,487,exact,492,179,0.6751845848942597,0.046843408142383455
1965,reasoning,compliance,Check PCI-DSS requirements for CustomerPortal payment processing,337,exact,1644,230,0.8281940455410043,0.0867841433908188
1966,retrieval,it_operations,Analyze capacity planning projections for CloudPlatform infrastructure,624,exact,439,98,0.7845664777386601,0.11801389693864694
1967,extraction,architecture_standards,Assess event-driven architecture suitability for ContentCMS [ref:1967-549891],-1,new,237,93,0.6950229161840595,0.06215842834266517
1968,classification,project_knowledge,Answer questions about MobileApp technical debt backlog,232,exact,5442,657,0.6786084096022977,0.19637509518760446
1969,retrieval,financial_procedures,Evaluate revenue recognition policy for LegacyERP subscription services,521,exact,884,261,0.9001513756690135,0.015617828959870243
1970,summarization,hr_policies,Can you help me evaluate performance review criteria for MLPipeline project contributors within the enterprise framework.,788,semantic,4215,604,0.42773050846402033,0.060724586918558365
1971,extraction,hr_policies,Evaluate performance review criteria for AnalyticsEngine project contributors,484,exact,1038,318,0.42976342565688236,0.09043064388215245
1972,classification,project_knowledge,Can you help me classify risk items identified in ContentCMS project retrospective based on current guidelines.,362,semantic,1763,573,0.9197989342153551,0.07057402638392338
1973,question_answering,it_operations,Evaluate monitoring and alerting configuration for MobileApp,773,exact,205,64,0.7697664713448047,0.20599867693109788
1974,classification,it_operations,Validate change management process for CloudPlatform deployments,423,exact,343,105,0.5494789231757381,0.10348843298724172
1975,classification,financial_procedures,Validate financial close procedures for ContentCMS quarterly reporting [ref:1975-361367],-1,new,662,113,0.7986409879445279,0.013297948112612302
1976,retrieval,architecture_standards,Evaluate microservices decomposition strategy for AnalyticsEngine,575,exact,127,20,0.9780365028044735,0.08813645421663092
1977,question_answering,financial_procedures,Validate financial close procedures for CustomerPortal quarterly reporting,294,exact,510,146,0.48552420927594775,0.24608429475135124
1978,question_answering,it_operations,Analyze capacity planning projections regarding ContentCMS infrastructure within the enterprise framework.,724,semantic,209,36,0.7821641311031778,0.21433514637744752
1979,question_answering,financial_procedures,Evaluate revenue recognition policy for PaymentGateway subscription services,187,exact,5652,1854,0.6506909368219965,0.17102907986037533
1980,extraction,compliance,Check PCI-DSS requirements for LegacyERP payment processing [ref:1980-452087],-1,new,655,126,0.7860243965084057,0.07174151198849313
1981,question_answering,financial_procedures,Evaluate revenue recognition policy for ContentCMS subscription services,441,exact,633,144,0.819300963225541,0.13528707722445252
1982,summarization,architecture_standards,Analyze container orchestration approach for AnalyticsEngine workloads [ref:1982-757990],-1,new,7756,1868,0.7718030021410891,0.14042724280186333
1983,classification,architecture_standards,I need to assess event-driven architecture suitability for SecurityOps for our team?,229,semantic,1121,260,0.8799879623402619,0.3789442098231503
1984,retrieval,hr_policies,Analyze compensation benchmarking for IdentityService technical roles,758,exact,543,180,0.5569342530616315,0.23222206501582449
1985,extraction,it_operations,Analyze capacity planning projections for LegacyERP infrastructure,769,exact,256,41,0.7145719560515108,0.20822212958827607
1986,classification,architecture_standards,Evaluate microservices decomposition strategy for ContentCMS [ref:1986-842316],-1,new,215,81,0.6872230313157672,0.19216503114702133
1987,classification,hr_policies,I need to assess onboarding procedures for DevOpsToolchain new team members as soon as possible.,710,semantic,223,60,0.689226951446817,0.1226582770548072
1988,question_answering,project_knowledge,Answer questions about LegacyERP technical debt backlog,703,exact,295,97,0.6254728830899103,0.16435199775833328
1989,extraction,security_policy,Evaluate MFA enforcement for IdentityService privileged accounts [ref:1989-947146],-1,new,128,36,0.7239143824189441,0.16984008616018612
1990,question_answering,security_policy,Review access control policy for SecurityOps under SOC2 requirements,407,exact,2922,323,0.728654597742354,0.13675223548489043
1991,retrieval,compliance,Assess ISO 27001 alignment for CloudPlatform information security program [ref:1991-87863],-1,new,530,54,0.8606407498264697,0.25099555525965217
